state_ut,district_name,intervention,rank,ev_score,expected_access_gain,est_cost_tier,confidence,p_addresses_need,p_wrong,benefit,trigger_signals,rationale,not_recommended_flag,not_recommended_reason
Maharastra,Gondiya,Verify-first data / records campaign,1,0.5547,26.2,Low,Low,0.875,0.75,0.768,"planning_category=supply_record_quality_problem | needs_human_review_rate=100% | critical_supply_gap_rate=67% | fragility: district uncertainty: higher, small observed sample (3 rows), high needs-review rate (100%), wide supply CI (0-56%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Maharastra,Gondiya,PM-JAY / insurance enrollment support,2,0.2109,16.9,Low,Low,0.632,0.75,0.683,"hh_health_insurance_pct=31% | planning_category=supply_record_quality_problem | fragility: district uncertainty: higher, small observed sample (3 rows), high needs-review rate (100%), wide supply CI (0-56%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Maharastra,Gondiya,Community health worker outreach,3,0.0041,11.6,Medium,Low,0.525,0.75,0.565,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (3 rows), high needs-review rate (100%), wide supply CI (0-56%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Maharastra,Gondiya,Pharmacy-based chronic care screening,4,-0.1208,5.7,Low-Medium,Low,0.392,0.75,0.373,"high_bp_pct=20% | high_blood_sugar_pct=9% | ncd_signal_rate=67% | diagnostic_signal_rate=67% | fragility: district uncertainty: higher, small observed sample (3 rows), high needs-review rate (100%), wide supply CI (0-56%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Maharastra,Gondiya,Mobile primary care clinic,5,-0.1452,17.8,High,Low,0.643,0.75,0.707,"planning_category=supply_record_quality_problem | trustworthy_supply_rate=0% | capacity_observed_rate=67% | observed_capacity_median=100 | fragility: district uncertainty: higher, small observed sample (3 rows), high needs-review rate (100%), wide supply CI (0-56%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Maharastra,Gondiya,OB referral network + prenatal telehealth & transport,6,-0.3077,5.7,Medium-High,Low,0.393,0.75,0.374,"institutional_birth_5y_pct=99% | anaemia_w15_49_pct=60% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (3 rows), high needs-review rate (100%), wide supply CI (0-56%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Maharastra,Gondiya,Telehealth-first program,7,0.0377,12.8,Low,Low,0.43,0.9,0.869,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (3 rows), high needs-review rate (100%), wide supply CI (0-56%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Uttar Pradesh,Moradabad,PM-JAY / insurance enrollment support,1,0.5262,36.7,Low,Medium,0.706,0.25,0.951,hh_health_insurance_pct=17% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium,"Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Uttar Pradesh,Moradabad,Verify-first data / records campaign,2,0.1689,14.0,Low,Medium,0.477,0.25,0.537,planning_category=mixed_or_monitor | needs_human_review_rate=69% | critical_supply_gap_rate=56% | fragility: district uncertainty: medium,Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Uttar Pradesh,Moradabad,Community health worker outreach,3,0.0636,15.4,Medium,Medium,0.466,0.25,0.603,needs_human_review_rate=69% | contact_evidence_rate=94% | source_url_rate=100% | fragility: district uncertainty: medium,Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Uttar Pradesh,Moradabad,Pharmacy-based chronic care screening,4,0.0005,9.7,Low-Medium,Medium,0.388,0.25,0.457,high_bp_pct=23% | high_blood_sugar_pct=11% | ncd_signal_rate=81% | diagnostic_signal_rate=75% | fragility: district uncertainty: medium,Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Uttar Pradesh,Moradabad,Mobile primary care clinic,5,-0.016,22.1,High,Medium,0.56,0.25,0.721,planning_category=mixed_or_monitor | trustworthy_supply_rate=50% | capacity_observed_rate=44% | observed_capacity_median=120 | fragility: district uncertainty: medium,"Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Uttar Pradesh,Moradabad,OB referral network + prenatal telehealth & transport,6,-0.0965,12.2,Medium-High,Medium,0.429,0.25,0.52,institutional_birth_5y_pct=80% | anaemia_w15_49_pct=45% | maternity_signal_rate=88% | fragility: district uncertainty: medium,"Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Uttar Pradesh,Moradabad,Telehealth-first program,7,0.0343,11.7,Low,Low,0.305,0.25,0.703,trustworthy_supply_rate=50% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium,"Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",False,
Andhra Pradesh,Vizianagaram,Verify-first data / records campaign,1,0.157,12.3,Low,Medium,0.495,0.46,0.519,"planning_category=referral_or_capacity_candidate | needs_human_review_rate=71% | critical_supply_gap_rate=71% | fragility: district uncertainty: medium, small observed sample (7 rows), wide supply CI (36-92%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Andhra Pradesh,Vizianagaram,PM-JAY / insurance enrollment support,2,0.0647,11.6,Low,Medium,0.528,0.46,0.458,"hh_health_insurance_pct=77% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: medium, small observed sample (7 rows), wide supply CI (36-92%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Andhra Pradesh,Vizianagaram,Community health worker outreach,3,0.0014,12.1,Medium,Medium,0.461,0.46,0.543,"needs_human_review_rate=71% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (7 rows), wide supply CI (36-92%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Andhra Pradesh,Vizianagaram,Pharmacy-based chronic care screening,4,-0.0332,8.7,Low-Medium,Medium,0.408,0.46,0.445,"high_bp_pct=25% | high_blood_sugar_pct=14% | ncd_signal_rate=14% | diagnostic_signal_rate=71% | fragility: district uncertainty: medium, small observed sample (7 rows), wide supply CI (36-92%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Andhra Pradesh,Vizianagaram,Mobile primary care clinic,5,-0.0954,19.3,High,Medium,0.579,0.46,0.692,"planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=71% | capacity_observed_rate=0% | fragility: district uncertainty: medium, small observed sample (7 rows), wide supply CI (36-92%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Andhra Pradesh,Vizianagaram,OB referral network + prenatal telehealth & transport,6,-0.1093,12.8,Medium-High,Medium,0.484,0.46,0.551,"institutional_birth_5y_pct=99% | anaemia_w15_49_pct=64% | maternity_signal_rate=14% | fragility: district uncertainty: medium, small observed sample (7 rows), wide supply CI (36-92%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Andhra Pradesh,Vizianagaram,Telehealth-first program,7,-0.1422,5.4,Low,Low,0.251,0.61,0.494,"trustworthy_supply_rate=71% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (7 rows), wide supply CI (36-92%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Haryana,Hisar,PM-JAY / insurance enrollment support,1,0.5898,40.2,Low,Medium,0.797,0.25,0.923,hh_health_insurance_pct=28% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: medium,"Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Haryana,Hisar,Verify-first data / records campaign,2,0.1635,13.7,Low,Medium,0.461,0.25,0.543,planning_category=referral_or_capacity_candidate | needs_human_review_rate=60% | critical_supply_gap_rate=50% | fragility: district uncertainty: medium,Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Haryana,Hisar,Community health worker outreach,3,0.0473,14.5,Medium,Medium,0.442,0.25,0.598,needs_human_review_rate=60% | contact_evidence_rate=97% | source_url_rate=97% | fragility: district uncertainty: medium,Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Haryana,Hisar,Pharmacy-based chronic care screening,4,0.0452,12.2,Low-Medium,Medium,0.417,0.25,0.533,high_bp_pct=24% | high_blood_sugar_pct=15% | ncd_signal_rate=53% | diagnostic_signal_rate=60% | fragility: district uncertainty: medium,Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Haryana,Hisar,Mobile primary care clinic,5,-0.0437,20.6,High,Medium,0.531,0.25,0.708,planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=73% | capacity_observed_rate=27% | observed_capacity_median=112 | fragility: district uncertainty: medium,"Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Haryana,Hisar,OB referral network + prenatal telehealth & transport,6,-0.0815,13.0,Medium-High,Medium,0.43,0.25,0.553,institutional_birth_5y_pct=98% | anaemia_w15_49_pct=64% | maternity_signal_rate=70% | fragility: district uncertainty: medium,"Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Haryana,Hisar,Telehealth-first program,7,-0.0423,7.5,Low,Low,0.247,0.25,0.558,trustworthy_supply_rate=73% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium,"Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",False,
Tamil Nadu,Dharmapuri,Verify-first data / records campaign,1,0.1611,12.1,Low,Low,0.512,0.54,0.519,"planning_category=mixed_or_monitor | needs_human_review_rate=80% | critical_supply_gap_rate=80% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (12-77%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Tamil Nadu,Dharmapuri,Community health worker outreach,2,0.0006,11.9,Medium,Low,0.48,0.54,0.545,"needs_human_review_rate=80% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (12-77%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Tamil Nadu,Dharmapuri,PM-JAY / insurance enrollment support,3,-0.0186,7.8,Low,Low,0.385,0.54,0.443,"hh_health_insurance_pct=76% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (12-77%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Tamil Nadu,Dharmapuri,Pharmacy-based chronic care screening,4,-0.0542,8.0,Low-Medium,Low,0.41,0.54,0.427,"high_bp_pct=28% | high_blood_sugar_pct=17% | ncd_signal_rate=80% | diagnostic_signal_rate=80% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (12-77%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Tamil Nadu,Dharmapuri,Mobile primary care clinic,5,-0.0709,20.7,High,Low,0.622,0.54,0.729,"planning_category=mixed_or_monitor | trustworthy_supply_rate=40% | capacity_observed_rate=20% | observed_capacity_median=900 | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (12-77%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Tamil Nadu,Dharmapuri,OB referral network + prenatal telehealth & transport,6,-0.2639,6.1,Medium-High,Low,0.365,0.54,0.367,"institutional_birth_5y_pct=100% | anaemia_w15_49_pct=42% | maternity_signal_rate=100% | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (12-77%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Tamil Nadu,Dharmapuri,Telehealth-first program,7,-0.0624,9.1,Low,Low,0.33,0.69,0.676,"trustworthy_supply_rate=40% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (5 rows), high critical-supply-gap rate (80%), wide supply CI (12-77%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
West Bengal,Paschim Barddhaman,PM-JAY / insurance enrollment support,1,0.5015,35.4,Low,Medium,0.68,0.25,0.951,hh_health_insurance_pct=22% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium,"Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
West Bengal,Paschim Barddhaman,Verify-first data / records campaign,2,0.1888,15.1,Low,Medium,0.484,0.25,0.57,planning_category=mixed_or_monitor | needs_human_review_rate=72% | critical_supply_gap_rate=60% | fragility: district uncertainty: medium,Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
West Bengal,Paschim Barddhaman,Community health worker outreach,3,0.0688,15.7,Medium,Medium,0.462,0.25,0.62,needs_human_review_rate=72% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium,Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
West Bengal,Paschim Barddhaman,Pharmacy-based chronic care screening,4,0.0227,10.9,Low-Medium,Medium,0.402,0.25,0.497,high_bp_pct=19% | high_blood_sugar_pct=20% | ncd_signal_rate=60% | diagnostic_signal_rate=76% | fragility: district uncertainty: medium,Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
West Bengal,Paschim Barddhaman,Mobile primary care clinic,5,-0.0443,20.5,High,Medium,0.536,0.25,0.701,planning_category=mixed_or_monitor | trustworthy_supply_rate=60% | capacity_observed_rate=44% | observed_capacity_median=200 | fragility: district uncertainty: medium,"Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
West Bengal,Paschim Barddhaman,OB referral network + prenatal telehealth & transport,6,-0.0641,14.0,Medium-High,Medium,0.448,0.25,0.57,institutional_birth_5y_pct=90% | anaemia_w15_49_pct=66% | maternity_signal_rate=76% | fragility: district uncertainty: medium,"Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
West Bengal,Paschim Barddhaman,Telehealth-first program,7,-0.0337,9.1,Low,Low,0.28,0.4,0.651,trustworthy_supply_rate=60% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium,"Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Maharastra,Washim,PM-JAY / insurance enrollment support,1,0.3443,24.3,Low,Low,0.667,0.54,0.799,"hh_health_insurance_pct=24% | planning_category=mixed_or_monitor | fragility: district uncertainty: medium, small observed sample (6 rows), high critical-supply-gap rate (83%), wide supply CI (19-81%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Maharastra,Washim,Verify-first data / records campaign,2,0.1761,12.8,Low,Low,0.519,0.54,0.541,"planning_category=mixed_or_monitor | needs_human_review_rate=83% | critical_supply_gap_rate=83% | fragility: district uncertainty: medium, small observed sample (6 rows), high critical-supply-gap rate (83%), wide supply CI (19-81%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Maharastra,Washim,Community health worker outreach,3,0.0163,12.6,Medium,Low,0.487,0.54,0.569,"needs_human_review_rate=83% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: medium, small observed sample (6 rows), high critical-supply-gap rate (83%), wide supply CI (19-81%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Maharastra,Washim,Pharmacy-based chronic care screening,4,-0.0502,8.2,Low-Medium,Low,0.41,0.54,0.437,"high_bp_pct=21% | high_blood_sugar_pct=9% | ncd_signal_rate=50% | diagnostic_signal_rate=33% | fragility: district uncertainty: medium, small observed sample (6 rows), high critical-supply-gap rate (83%), wide supply CI (19-81%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Maharastra,Washim,Mobile primary care clinic,5,-0.0933,19.7,High,Low,0.603,0.54,0.715,"planning_category=mixed_or_monitor | trustworthy_supply_rate=50% | capacity_observed_rate=17% | observed_capacity_median=100 | fragility: district uncertainty: medium, small observed sample (6 rows), high critical-supply-gap rate (83%), wide supply CI (19-81%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Maharastra,Washim,OB referral network + prenatal telehealth & transport,6,-0.1746,10.2,Medium-High,Low,0.452,0.54,0.493,"institutional_birth_5y_pct=93% | anaemia_w15_49_pct=56% | maternity_signal_rate=50% | fragility: district uncertainty: medium, small observed sample (6 rows), high critical-supply-gap rate (83%), wide supply CI (19-81%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Maharastra,Washim,Telehealth-first program,7,-0.095,7.8,Low,Low,0.305,0.69,0.625,"trustworthy_supply_rate=50% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: medium, small observed sample (6 rows), high critical-supply-gap rate (83%), wide supply CI (19-81%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
Haryana,Jhajjar,PM-JAY / insurance enrollment support,1,0.5342,38.8,Low,High,0.801,0.12,0.824,hh_health_insurance_pct=27% | planning_category=referral_or_capacity_candidate | fragility: district uncertainty: lower,"Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Haryana,Jhajjar,Verify-first data / records campaign,2,0.1305,12.3,Low,Medium,0.451,0.12,0.465,planning_category=referral_or_capacity_candidate | needs_human_review_rate=56% | critical_supply_gap_rate=44% | fragility: district uncertainty: lower,Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Haryana,Jhajjar,Pharmacy-based chronic care screening,3,0.0171,10.0,Low-Medium,Medium,0.392,0.12,0.436,high_bp_pct=24% | high_blood_sugar_pct=11% | ncd_signal_rate=78% | diagnostic_signal_rate=78% | fragility: district uncertainty: lower,Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Haryana,Jhajjar,Community health worker outreach,4,0.0154,12.5,Medium,Medium,0.425,0.12,0.502,needs_human_review_rate=56% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: lower,Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Haryana,Jhajjar,OB referral network + prenatal telehealth & transport,5,-0.0854,11.7,Medium-High,Medium,0.419,0.12,0.474,institutional_birth_5y_pct=97% | anaemia_w15_49_pct=60% | maternity_signal_rate=78% | fragility: district uncertainty: lower,"Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Haryana,Jhajjar,Mobile primary care clinic,6,-0.0988,16.1,High,Medium,0.492,0.12,0.557,planning_category=referral_or_capacity_candidate | trustworthy_supply_rate=78% | capacity_observed_rate=44% | observed_capacity_median=56 | fragility: district uncertainty: lower,"Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Haryana,Jhajjar,Telehealth-first program,7,-0.0398,6.4,Low,Low,0.236,0.12,0.463,trustworthy_supply_rate=78% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: lower,"Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",False,
Uttar Pradesh,Deoria,Verify-first data / records campaign,1,0.4577,23.4,Low,Low,0.71,0.69,0.804,"planning_category=mixed_or_monitor | needs_human_review_rate=100% | critical_supply_gap_rate=60% | fragility: district uncertainty: higher, small observed sample (5 rows), high needs-review rate (100%)",Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
Uttar Pradesh,Deoria,PM-JAY / insurance enrollment support,2,0.4317,26.3,Low,Low,0.742,0.69,0.867,"hh_health_insurance_pct=10% | planning_category=mixed_or_monitor | fragility: district uncertainty: higher, small observed sample (5 rows), high needs-review rate (100%)","Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
Uttar Pradesh,Deoria,Community health worker outreach,3,0.0357,13.1,Medium,Low,0.525,0.69,0.608,"needs_human_review_rate=100% | contact_evidence_rate=100% | source_url_rate=100% | fragility: district uncertainty: higher, small observed sample (5 rows), high needs-review rate (100%)",Records are weak and supply is uncertain (high review burden / thin contact evidence). Community health workers can both deliver outreach and ground-truth what actually exists.,False,
Uttar Pradesh,Deoria,Mobile primary care clinic,4,-0.0086,23.3,High,Low,0.686,0.69,0.831,"planning_category=mixed_or_monitor | trustworthy_supply_rate=0% | capacity_observed_rate=40% | observed_capacity_median=60 | fragility: district uncertainty: higher, small observed sample (5 rows), high needs-review rate (100%)","Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
Uttar Pradesh,Deoria,Pharmacy-based chronic care screening,5,-0.0716,7.6,Low-Medium,Low,0.421,0.69,0.439,"high_bp_pct=19% | high_blood_sugar_pct=11% | ncd_signal_rate=40% | diagnostic_signal_rate=40% | fragility: district uncertainty: higher, small observed sample (5 rows), high needs-review rate (100%)",Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
Uttar Pradesh,Deoria,OB referral network + prenatal telehealth & transport,6,-0.303,5.5,Medium-High,Low,0.367,0.69,0.369,"institutional_birth_5y_pct=93% | anaemia_w15_49_pct=34% | maternity_signal_rate=100% | fragility: district uncertainty: higher, small observed sample (5 rows), high needs-review rate (100%)","Maternal-care gap: institutional births are low and anaemia burden high, while observed maternity supply signal is thin. The telehealth leg is a PROXY for prenatal monitoring (broadband not in dataset) — pair with transport.",False,
Uttar Pradesh,Deoria,Telehealth-first program,7,0.0806,14.6,Low,Low,0.43,0.84,0.935,"trustworthy_supply_rate=0% | broadband_coverage=NOT IN DATASET (cannot confirm telehealth viability) | elderly_share=NOT IN DATASET (only population_below_age_15_years_pct exists) | fragility: district uncertainty: higher, small observed sample (5 rows), high needs-review rate (100%)","Telehealth-first is a LOW-confidence default: the dataset has no broadband or elderly-share columns, so the doc's penalty for low-broadband/elderly areas cannot be evaluated. Prefer mobile care or CHW outreach unless connectivity is separately confirmed.",True,"Not recommended: viability signals (broadband, elderly share) are absent from the dataset and local evidence is weak — do not lead with telehealth."
NCT of Delhi,Shahdara,PM-JAY / insurance enrollment support,1,0.4771,35.4,Low,High,0.682,0.12,0.885,hh_health_insurance_pct=22% | planning_category=mixed_or_monitor | fragility: district uncertainty: lower,"Affordability gap: household insurance coverage is low. Where trustworthy capacity already exists, PM-JAY enrollment unlocks care without building new supply.",False,
NCT of Delhi,Shahdara,Mobile primary care clinic,2,0.1668,31.7,High,High,0.641,0.12,0.843,planning_category=mixed_or_monitor | trustworthy_supply_rate=27% | capacity_observed_rate=27% | observed_capacity_median=50 | fragility: district uncertainty: lower,"Genuine unmet need with little trustworthy, observed supply — physical capacity, not just data, appears to be missing.",False,
NCT of Delhi,Shahdara,Verify-first data / records campaign,3,0.1037,10.7,Low,Medium,0.424,0.12,0.432,planning_category=mixed_or_monitor | needs_human_review_rate=36% | critical_supply_gap_rate=36% | fragility: district uncertainty: lower,Apparent gap may be a data artifact: facilities likely exist but records are broken or unverified. Run a verify-first campaign before committing capital.,False,
NCT of Delhi,Shahdara,Pharmacy-based chronic care screening,4,0.0638,12.8,Low-Medium,Medium,0.431,0.12,0.504,high_bp_pct=31% | high_blood_sugar_pct=12% | ncd_signal_rate=55% | diagnostic_signal_rate=45% | fragility: district uncertainty: lower,Chronic-disease burden (BP / blood sugar) is elevated and the NCD/diagnostic service signal is weak — pharmacy-based screening can find undiagnosed cases close to home.,False,
